idx,id,text,intent,urgency,events,reasons,suggest_intent,suggest_urgency,suggest_events,keyword_hits
17710,bedd7d67c65624f52d89de82d90302d9e84d23b2,"Clinic, orang luka, asam di pos timbang, evakuasi area sekarang.",SOS,HIGH,INJURY_MEDICAL,kw_injury_missing_event,,,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b
17712,0c5b5d79d9fc3355e25f715ccf47b557d002b322,"Update: emergency sebelumnya di tikungan hauling barat sudah clear, false alarm.",NON_SOS,LOW,,kw_emergency_word_but_non_sos,SOS_POSSIBLE,MEDIUM,,\b(emergency|darurat|tolong|urgent|segera)\b
17718,c9ce9a6e89c0ae348572a11a89379563d8d77b37,"kabel hv, SAFETY: CONVEYOR BARUSAN di control room, evakuasi area sekarang.  barengan membesar cepat barengan api",SOS,HIGH,INJURY_MEDICAL|FIRE_EXPLOSION|ELECTRICAL,kw_fire_missing_event,,,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
17722,ac69b02544cde6959a2b7ce6608a17eaf48f5669,"kejang, ada korban terkait tertimbun barengan lost di fuel bay, minta rescue segera.",SOS,HIGH,INJURY_MEDICAL|TRAPPED_LOST,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17723,ec93a6849e6b36cace06d3bf544a569d158f287e,"ketimbun, 60 ton DT mengalami alkali sekalian B3 sekalian flammable di underground heading, minta pemadam segera. standby ya, koordinat -0.347,118.225.",SOS,HIGH,TRAPPED_LOST|HAZMAT_RELEASE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17724,b8c0a863eda4061885960ce5d434297a0d0e692f,"first aid, ada korban terkait terbakar di low wall, minta respon ERT sekarang.",SOS,HIGH,FIRE_EXPLOSION,kw_fire_missing_event,,,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
17730,1ea57715d543b898dda0691e197d3cf96385d922,"butuh pertolongan, tersengat listrik plus flashover plus kabel putus di stockpile. minta rescue segera.",SOS,HIGH,ELECTRICAL,kw_electrical_missing_event|kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b|\b(korslet|arus pendek|tersengat|kesetrum|listrik|sparking)\b
17734,6e8f841bd6c26165be446a96dc610d02607b6ee2,"drill, ditemukan jalan keluar barengan emergency drill barengan roll call gagal (konteks: seat change) di highwall pit selatan, untuk follow up. standby.",SOS_POSSIBLE,LOW,GROUND_FAILURE,kw_emergency_word_but_non_sos|kw_ground_failure_missing_event,,MEDIUM,,\b(emergency|darurat|tolong|urgent|segera)\b|\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
17737,a27589a9b02c4b8fed3ea1ab469ce19305c5bf58,"gawat darurat, serempet dengan mesin mati mendadak serempet serempet di jenjang. stop semua unit dulu. roger that.",SOS,HIGH,COLLISION_VEHICLE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17743,342df6069f6c6638703ecb03efe288f913a8c382,"terlihat seperti, retak timbunan plus spoil pile movement plus jebol di lowwall, sementara aman tapi bahaya, mohon standby ERT. standby.!!!",SOS_POSSIBLE,MEDIUM,GROUND_FAILURE,kw_ground_failure_missing_event,,,,\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
17745,1cbd0f072022d87b3d0072e5d34735d32ad74352,"Dispatch, terseret arus, fire truck di haul road, stop semua unit dulu.",SOS,HIGH,FIRE_EXPLOSION,kw_fire_missing_event,,,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
17749,72e7bfe8da911b084b61776da5eaf63c0b053f9b,"tidak urgent, kondisi crusher crusher crusher crusher normal, produksi aman.",NON_SOS,LOW,,kw_emergency_word_but_non_sos,SOS_POSSIBLE,MEDIUM,,\b(emergency|darurat|tolong|urgent|segera)\b
17750,7bf9bdd95bb883349e1ea83b6507797f57398342,"ERT, sepertinya: truk BBM terkait sinyal hilang di lowwall, harap informasikan ke semua unit.",SOS_POSSIBLE,MEDIUM,TRAPPED_LOST,kw_ground_failure_missing_event,,,GROUND_FAILURE,\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
17755,bec20491e09258592f7d168dce6fc98cd9cd2a4d,"segera, roller mengalami leak di disposal, minta respon ERT sekarang.!!",SOS,HIGH,HAZMAT_RELEASE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17756,f4e16515f63aa2f1919f324b3f3633ef64f21341,"Base, sebentar sebentar sebentar jebol di dispatch room, minta pemadam segera.!!!",SOS,HIGH,GROUND_FAILURE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17757,7bf499ead3eab37276d97d4ebe869cb69a2304db,"Clinic, tabrakan loko di disposal, minta respon ERT sekarang. Roger, Clinic.",SOS,HIGH,COLLISION_VEHICLE,kw_collision_missing_event,,,,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
17759,78a8b872f018d5a6c55c7f083cf0965bf34b1eb8,"Clinic, runaway truck sekalian kemudi gagal sekalian emergency stop tidak wajar di tip point, isolasi area dan hentikan aktivitas.",SOS,HIGH,COLLISION_VEHICLE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17761,350c374ae5775d47b589051bcc95b65aa16f63f1,"tidak urgent, ada masuk AREA BLASTING DI DINDING RENDAH, mohon jadwalkan perbaikan. evac now.",NON_SOS,LOW,,kw_emergency_word_but_non_sos,SOS_POSSIBLE,MEDIUM,,\b(emergency|darurat|tolong|urgent|segera)\b
17765,53213123d4350e4a436e5f38b2a3258bf2761ce5,"smoldering, near miss titik kumpul dan evakuasi darurat dan akses keluar tertutup (konteks: scarifying) di conveyor, belum ada korban, harap pasang rambu.",SOS_POSSIBLE,HIGH,INJURY_MEDICAL,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17767,a6637fc050a102a4bd38b502d5b681a4c607aa78,"luka bakar, ada korban terkait mine locomotive di dewatering point, minta respon ERT sekarang.!!! (radio emergency).",SOS,HIGH,INJURY_MEDICAL,kw_emergency_word_but_non_sos|kw_injury_missing_event,,,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b|\b(emergency|darurat|tolong|urgent|segera)\b
17769,2f567946f4d13d049a04beb55c43e52e0bb0c352,"Dispatch, roof fall di shop, minta pemadam segera. Copy, Dispatch, koordinat -2.341,118.624.",SOS,HIGH,GROUND_FAILURE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17772,0f0dbed90b3f60584b9cd71468fd3e9bd13334e0,"Control, kabel terkelupas di ban berjalan, minta pemadam segera. Roger, Control.",SOS,HIGH,ELECTRICAL,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17774,ca5b975f8dc1ddda55d0702781e9ae8abf557787,"diduga - potensi kebakaran di rom, mohon dicek segera.!!!",SOS_POSSIBLE,HIGH,FIRE_EXPLOSION,kw_emergency_word_but_non_sos|kw_fire_missing_event,SOS,,,\b(emergency|darurat|tolong|urgent|segera)\b|\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
17777,cbcf35bef75b5b7c2e30da4753d90c716eea8da0,"Emergency training hari ini di belt conveyor, abaikan alarm ini (drill).",NON_SOS,LOW,,kw_emergency_word_but_non_sos,SOS_POSSIBLE,MEDIUM,,\b(emergency|darurat|tolong|urgent|segera)\b
17779,f6d561973ed91200e94b9730f1c6881ca0fa5ec9,"smoldering, riot sekalian perkelahian di sump outlet, sementara aman tapi bahaya, harap informasikan ke semua unit.",SOS_POSSIBLE,MEDIUM,SECURITY_ASSAULT,kw_security_missing_event,SOS,HIGH,,\b(pemukulan|penyerangan|perkelahian|begal|assault|ancam|mengancam)\b
17782,f64790a33835de31f031607fdad3bd7654594538,"Emergency stand down, kejadian di warehouse aman terkendali.!!!",NON_SOS,LOW,,kw_emergency_word_but_non_sos,SOS_POSSIBLE,MEDIUM,,\b(emergency|darurat|tolong|urgent|segera)\b
17783,ab70316f8eb8d84fcb4679b47fe5f7d9ed722990,"ada korban TERKAIT RUNTUH DI bin, minta respon ERT sekarang.",SOS,HIGH,GROUND_FAILURE,kw_ground_failure_missing_event,,,,\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
17784,f63689f7eb6bf5bb7e6774fabe46bc886d748e93,"Control Control Control Control, grounding plus panel meledak plus earth fault di rom sekarang, isolasi area DAN hentikan aktivitas.!!!",SOS,HIGH,FIRE_EXPLOSION|ELECTRICAL,kw_fire_missing_event,,,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
17785,3002f5f118c1c596e6948f3edc10578b085317b5,"ERT, ERT, ERT, belum jelas: ada indikasi kena kabel di base station, mohon dicek segera.!!",SOS_POSSIBLE,MEDIUM,ELECTRICAL,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17787,54d4859671d4aeb9ebec4244e00ec699c70e6efc,"near miss, SCSR di pumping station, sementara aman tapi bahaya, mohon dicek segera. over and out.",SOS_POSSIBLE,MEDIUM,TRAPPED_LOST,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17790,af5839c0fc98369952ca11f62ead709d20cfc009,"Base, butuh evakuasi, fire brigade di pit selatan, minta respon ERT sekarang.!!!",SOS,HIGH,INJURY_MEDICAL,kw_fire_missing_event,,,FIRE_EXPLOSION,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
17792,56721082b1f00b9a635a0fc619bf868e0c3a66d9,"Dispatch, sarung tangan tidak dipakai di crossing, minta rescue segera. Copy that, Dispatch.",SOS,HIGH,,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17808,59433b65aec99d4201933442374d413bfb12c79b,"butuh butuh butuh p3k, ada korban terkait tidak pakai helm barengan hampir tertabrak di bunker, evakuasi area sekarang.",SOS,HIGH,INJURY_MEDICAL|COLLISION_VEHICLE,kw_collision_missing_event,,,,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
17810,985678065614d5e08d131899417e9ec928d6d93b,"Safety, terlihat seperti: fuel truck terkait vandal di lowwall, harap informasikan ke semua unit.",SOS_POSSIBLE,MEDIUM,SECURITY_ASSAULT,kw_ground_failure_missing_event,,,GROUND_FAILURE,\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
17811,13367cb4aa7efe9eaeff618ef8f2b92249c6e3b6,"minta rescue, Base, ada patah tulang di weighbridge, minta rescue segera (channel emergency).",SOS,HIGH,INJURY_MEDICAL,kw_emergency_word_but_non_sos|kw_injury_missing_event,,,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b|\b(emergency|darurat|tolong|urgent|segera)\b
17817,29fed49e77d21a6264cd8168b878f1d38c120d6e,"Security, SEGERA, PREMATURE BLAST di tikungan hauling barat, evakuasi area sekarang.  dengan gelombang kejut (konteks: operasi grader)",SOS,HIGH,INJURY_MEDICAL,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17820,1f0fb3ce2205f33f134a738ff1dfdef7cdaa24b0,"Dispatch, warning: ada ada ada ada indikasi panel listrik di run of mine, mohon dicek segera. please respond.",SOS_POSSIBLE,MEDIUM,ELECTRICAL,kw_electrical_missing_event|kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b|\b(korslet|arus pendek|tersengat|kesetrum|listrik|sparking)\b
17824,8305a8d1de333c7407019238e071ba186a5912d5,"near miss, terjepit di belt, sementara aman tapi bahaya, MOHON STANDBY ERT. over.!!",SOS_POSSIBLE,HIGH,TRAPPED_LOST,kw_trapped_missing_event,SOS,,,\b(terjepit|terperangkap|terjebak|ketindih|keblender|kejit|kejepit)\b
17832,68c111b9d76c92da02d68d485bc09499063db540,"tidak urgent, pergantian shift berjalan normal di weighbridge.",NON_SOS,LOW,,kw_emergency_word_but_non_sos,SOS_POSSIBLE,MEDIUM,,\b(emergency|darurat|tolong|urgent|segera)\b
17833,184b51915ad0b34b60bd9a73fa798e78893dd768,"Security, H2S H2S H2S di workshop, minta respon ERT sekarang. roger that.",SOS,HIGH,HAZMAT_RELEASE,kw_hazmat_missing_event,,,,\b(h2s|hidrogen sulfida|gas beracun|sesak nafas|sesak napas|keracunan|asphyx|asfiksia)\b
17834,2faf659298e89da77efddacac21d855d3f4ea7ef,"water ingress, hydraulic shovel mengalami concussion plus terkilir plus pingsan di base station, evakuasi area now.!!",SOS,HIGH,INJURY_MEDICAL,kw_injury_missing_event,,,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b
17835,64545bffb81da807ece166b7b960cd6e4decfbda,"60 ton DT MENGALAMI HEART ATTACK di sump, minta rescue segera.  sekalian tidak sadar",SOS,HIGH,INJURY_MEDICAL,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17838,f2df7b25d506e61994ba93f396afad415132690d,"masih dicek - potensi panel listrik plus shock listrik di primary crusher, mohon monitor.!",SOS_POSSIBLE,HIGH,ELECTRICAL,kw_electrical_missing_event,,,,\b(korslet|arus pendek|tersengat|kesetrum|listrik|sparking)\b
17839,4ac24d0ba9e714d02817fa03ff842e5bf6ad9d8d,"Emergency cancel, false alarm di tikungan hauling barat, kondisi aman.!!!",NON_SOS,LOW,,kw_emergency_word_but_non_sos,SOS_POSSIBLE,MEDIUM,,\b(emergency|darurat|tolong|urgent|segera)\b
17846,2f7102d39eb2ecf90e44064d8050a3b6d69e7a78,"ERT ERT, sakit parah dan tertindih dan ambulans di pit utara skrg, minta rescue segera.",SOS,HIGH,INJURY_MEDICAL,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17849,1975c41e44a53c031a31275cc93b10b9b82df19e,"tidak darurat, darurat, darurat, refueling selesai, hoe siap operasi.",NON_SOS,LOW,,kw_emergency_word_but_non_sos,SOS_POSSIBLE,MEDIUM,,\b(emergency|darurat|tolong|urgent|segera)\b
17858,967e6f575d7abe8ad36aaf8abbac558a63cb1864,"Control, near miss: ada indikasi drowning di camp, mohon dicek segera.!",SOS_POSSIBLE,MEDIUM,GROUND_FAILURE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17860,90e734fc7989256c38235141d1f884a21403f37c,"Safety, sebentar susah napas, pencurian di jenjang, minta rescue segera.",SOS,HIGH,INJURY_MEDICAL|SECURITY_ASSAULT,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17863,632f46029dade37685a1c06314b5a21f68d73fa0,"smoldering, near miss terjepit plus fraktur plus terluka di pit utara, belum ada korban, harap informasikan KE semua unit.!!",SOS_POSSIBLE,HIGH,INJURY_MEDICAL|TRAPPED_LOST,kw_trapped_missing_event,SOS,,,\b(terjepit|terperangkap|terjebak|ketindih|keblender|kejit|kejepit)\b
17864,85c6ad8e0e67d299600f823bcea7536a47501e48,"Base, fumes plus fire extinguisher di timbunan, isolasi area dan hentikan aktivitas, koordinat -3.256,118.468.",SOS,HIGH,FIRE_EXPLOSION,kw_fire_missing_event,,,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
17866,5b7b41bce6545b58c88322b1d86a2c0e08112c94,emergency! area blasting DI JALAN HAULING. MINTA rescue segera!,SOS,HIGH,FIRE_EXPLOSION,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17868,7a9644800914935ac2092bbdd08ad4fb42a3579c,"Base, terlihat seperti: ada indikasi terjepit di high wall, mohon tindak lanjut.!!",SOS_POSSIBLE,HIGH,TRAPPED_LOST,kw_trapped_missing_event,SOS,,,\b(terjepit|terperangkap|terjebak|ketindih|keblender|kejit|kejepit)\b
17876,9c571e9146e40a5289f98daca238ab86a87f9ddc,"hampir tabrakan, heart attack di base station, sementara aman tapi bahaya, mohon dicek segera. break break.",SOS_POSSIBLE,HIGH,INJURY_MEDICAL,kw_collision_missing_event|kw_emergency_word_but_non_sos,,,COLLISION_VEHICLE,\b(emergency|darurat|tolong|urgent|segera)\b|\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
17881,24f81fd75fa75ccc2bd1475d7dfb71a8783c64d9,"Security, panel listrik barengan kesetrum DI DINDING TINGGI, hampir kejadian, mohon standby ERT. Copy, Security.!",SOS_POSSIBLE,HIGH,ELECTRICAL,kw_electrical_missing_event,,,,\b(korslet|arus pendek|tersengat|kesetrum|listrik|sparking)\b
17885,733be7a6fd3c429364b70f25b0238dc608172724,"Dispatch, terjepit di sump, stop semua unit dulu.!!",SOS,HIGH,TRAPPED_LOST,kw_trapped_missing_event,,,,\b(terjepit|terperangkap|terjebak|ketindih|keblender|kejit|kejepit)\b
17887,96a90d8d4dbc9df585ae320140012e3368901a02,"Safety, ada fight dan maling DI DISPATCH room, minta pemadam segera, koordinat -3.550,118.013.",SOS,HIGH,SECURITY_ASSAULT,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17892,4304660b3d0ff376141fb6e65a2f1fc80fbae821,"Emergency training hari ini di high wall, abaikan alarm ini (drill). please respond.!",NON_SOS,LOW,,kw_emergency_word_but_non_sos,SOS_POSSIBLE,MEDIUM,,\b(emergency|darurat|tolong|urgent|segera)\b
17893,d4d486304ebb17dfca37d8513a8f2c9c90f9216f,"nyaris kejadian, near miss gas beracun di teras, belum ADA KORBAN, mohon DICEK segera.",SOS_POSSIBLE,HIGH,HAZMAT_RELEASE,kw_emergency_word_but_non_sos|kw_hazmat_missing_event,SOS,,,\b(emergency|darurat|tolong|urgent|segera)\b|\b(h2s|hidrogen sulfida|gas beracun|sesak nafas|sesak napas|keracunan|asphyx|asfiksia)\b
17894,298a2856c02d9cf82b72c97b83b7a80ab1beb83d,"koordinat tidak ada, Safety, ada toxic di underground heading, minta rescue segera.",SOS,HIGH,TRAPPED_LOST|HAZMAT_RELEASE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17897,8ca74c6785c66a82ad6780c215d68c378237f4d6,"ERT ERT, copot plus DT plus ketabrak (konteks: maintenance) di pump house sekarang, stop semua unit dulu.!!!",SOS,HIGH,COLLISION_VEHICLE,kw_collision_missing_event,,,,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
17905,84e493d1e63418e9362f504863561b89050f0680,"Control, api membesar, arde di hauling road, isolasi area dan hentikan aktivitas.",SOS,HIGH,FIRE_EXPLOSION,kw_fire_missing_event,,,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
17911,b53153f4f0590702c289843dba3c8c81ee7b9551,"Base, hampir tabrakan: 60 ton DT terkait banjir di pos timbangan, mohon dicek segera.",SOS_POSSIBLE,MEDIUM,GROUND_FAILURE,kw_collision_missing_event|kw_emergency_word_but_non_sos,,,COLLISION_VEHICLE,\b(emergency|darurat|tolong|urgent|segera)\b|\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
17912,f03b8e4324a2eb1f18b416ddfb3b771286000be3,"api besar, Base, ada maling di pos timbangan, evakuasi area sekarang.",SOS,HIGH,INJURY_MEDICAL|FIRE_EXPLOSION|SECURITY_ASSAULT,kw_fire_missing_event,,,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
17919,9347ebc69c6fcb6089a02b3ac614fa62c617d752,"ERT to ERT, batu terlempar: overpressure plus bahan peledak tertinggal plus ledakan (konteks: ripping) di warehouse, minta respon ERT sekarang.",SOS,HIGH,FIRE_EXPLOSION,kw_fire_missing_event,,,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
17921,57f2cda64e90c64406ddde92060b914546e3f62f,"Base, evakuasi segera, penyangga ambruk dan settlement parah di disposal, minta respon ERT sekarang.",SOS,HIGH,INJURY_MEDICAL|GROUND_FAILURE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17925,53eb4b4725a8f7915fe1776ee735db9356c65172,"tolong sekarang, Clinic, ada trafo sekalian grounding di dump point, minta pemadam segera. copy that.!!!",SOS,HIGH,ELECTRICAL,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17933,6a554ff42d1b8e987f5765a262c89d8f5048d02f,"unconscious, ERT: plant dengan kebakarann 5 menit lalu di crushing plant, minta pemadam segera.!!",SOS,HIGH,INJURY_MEDICAL|FIRE_EXPLOSION,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17938,20a0bc425983411051c879db8e084cd0f9e45175,"Safety: emulsi barengan projectile barengan ground vibration barusan di CRUSHER, minta rescue segera.",SOS,HIGH,INJURY_MEDICAL|FIRE_EXPLOSION,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17940,18601ccf1dce7acb444c5387265b761a3afe9343,"warning - potensi ledakan panel di tikungan hauling barat, mohon amankan area.",SOS_POSSIBLE,HIGH,FIRE_EXPLOSION|ELECTRICAL,kw_fire_missing_event,SOS,,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
17944,72fb4ae0240af4b08e84eed97fa9e8fee34940a2,"Dispatch, terjebak di tunnel di primary crusher, hampir kejadian, mohon standby ERT. Copy, Dispatch.!",SOS_POSSIBLE,HIGH,INJURY_MEDICAL|TRAPPED_LOST,kw_trapped_missing_event,SOS,,,\b(terjepit|terperangkap|terjebak|ketindih|keblender|kejit|kejepit)\b
17946,acb87bb6a9201700d10a90a1d3ad2c2ed9596a32,"Control, methane di basecamp, minta pemadam segera.",SOS,HIGH,HAZMAT_RELEASE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17950,8cd238b662babcec669eeb000120f90030924aef,"ada korban terkait collision di haul road, minta rescue segera.",SOS,HIGH,COLLISION_VEHICLE,kw_collision_missing_event|kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b|\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
17951,323e765b9dc823288c59d5f6b52db7def4a787b1,"masih diperiksa - potensi jatuh di highwall, harap pasang rambu.!!",SOS_POSSIBLE,MEDIUM,GROUND_FAILURE,kw_ground_failure_missing_event,,,,\b(longsor|ambrol|runtuh|retak tanah|highwall|lowwall|slip)\b
17952,74fda22824440c0028a3a128bfef0acecc7fa485,"luka bakar, genset mengalami tidak bisa lewat dengan evakuasi darurat di sump, minta ambulans sekarang.!!!",SOS,HIGH,INJURY_MEDICAL,kw_emergency_word_but_non_sos|kw_injury_missing_event,,,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b|\b(emergency|darurat|tolong|urgent|segera)\b
17955,682003cda59c6a1ee673173079a5873f5577d55d,"gas bocor besar, roller mengalami subsidence di workshop, minta pemadam segera.!!!, koordinat -1.119,117.415.",SOS,HIGH,HAZMAT_RELEASE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17956,48584358a1e1e4dd3eb2262c75c5b5e035fc4cd0,"penyusup sekalian ditodong sekalian diserang di scale house. minta rescue segera, koordinat -2.839,117.457.",SOS,HIGH,SECURITY_ASSAULT,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17959,7112ce4c5477a333e965ae1883eb51bf4076ea5f,"Control, hypoxia di crossing, minta rescue segera, koordinat -2.929,118.511.",SOS,HIGH,HAZMAT_RELEASE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17963,4a9896b6d73abe13f911e2dc0bfc2577535c391e,"Base, belum pasti: pompa terkait panel listrik di hauling road, mohon dicek segera.",SOS_POSSIBLE,MEDIUM,ELECTRICAL,kw_electrical_missing_event|kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b|\b(korslet|arus pendek|tersengat|kesetrum|listrik|sparking)\b
17964,b7fc1aa51f791192c3893a7848d038438923721a,luka bakar! kabel terbuka di low wall. minta rescue segera!,SOS,HIGH,INJURY_MEDICAL|ELECTRICAL,kw_emergency_word_but_non_sos|kw_injury_missing_event,,,,\b(berdarah|luka|patah|cedera|trauma|memar|pingsan|patah tulang)\b|\b(emergency|darurat|tolong|urgent|segera)\b
17965,3a09f4951c19638b4cd5b699bfc33a20ba706689,"ada korban terkait escape way sekalian emergency equipment failure di fuel bay, stop semua unit dulu.!!",SOS,HIGH,INJURY_MEDICAL|TRAPPED_LOST,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17968,2c00cdacef892bad5415d26f6c929dac38b0587f,"Clinic, hampir tabrakan: tabrakan: tabrakan: tabrakan: fuel tanker terkait pit flooded di pump house, harap pasang rambu.!!",SOS_POSSIBLE,MEDIUM,GROUND_FAILURE,kw_collision_missing_event,,,COLLISION_VEHICLE,\b(tabrak|menabrak|tabrakan|tertabrak|nabrak|bentur|ketabrak|collision)\b
17972,cb8058d7ce913440ddfe2f00f725fc6f6dff2753,"ledakan, Control, ada low O2 sekalian gas berbahaya di workshop, amankan TKP dan koordinasi medis.!!, koordinat -2.097,116.533.",SOS,HIGH,INJURY_MEDICAL|FIRE_EXPLOSION|HAZMAT_RELEASE,kw_fire_missing_event,,,,\b(kebakaran|api|asap tebal|terbakar|meledak|ledakan|fire)\b
17977,e6f6d468d6026a94ca8c9ccaf1914aecffd77d96,"Emergency training hari ini di stockpile, abaikan alarm ini (drill).!!",NON_SOS,LOW,,kw_emergency_word_but_non_sos,SOS_POSSIBLE,MEDIUM,,\b(emergency|darurat|tolong|urgent|segera)\b
17981,202ef81c584d343f9f19aa2528dfe4bc73d51226,"keadaan darurat, menyala besar di conveyor. isolasi area dan hentikan aktivitas. standby need ERT now.",SOS,HIGH,FIRE_EXPLOSION,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17983,451afcd884dd0140070df7b3f571f167ee8eca2e,"AIR NAIK cepat, DT mengalami hazardous substance di hauling road, minta pemadam segera.",SOS,HIGH,HAZMAT_RELEASE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17984,84c2c1285ae9d73714552d7d46c7e12cf761be1e,"butuh bantuan, backhoe loader mengalami bocor plus minor leak plus leaking di rom, minta rescue segera.",SOS,HIGH,HAZMAT_RELEASE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17989,07ca47f90522de31a00ea57dc2445bb4f59fd746,"Security, jatuh ke air di dump area, minta pemadam segera. Standby, Security.",SOS,HIGH,GROUND_FAILURE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17992,0c3bf4d3a29b3c6a46a0429857c84c2b3d0cc305,"haul truck mengalami hydraulic oil leak dan diesel spill dan flammable di scale house, minta rescue segera, koordinat -3.812,116.378.",SOS,HIGH,HAZMAT_RELEASE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
17997,b0d3ca968db9da69464ab14ae5278b438eb0c64e,bau gas sekalian seepage (konteks: grading) di portal underground. minta rescue segera!,SOS,HIGH,HAZMAT_RELEASE,kw_emergency_word_but_non_sos,,,,\b(emergency|darurat|tolong|urgent|segera)\b
